,name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
868,"Waiting for the Lights - From ""Tangled""/Score",0OAnOHYJxsMtMTZ6vf14xh,0.182,0.115,4,-16.315,1,0.0376,0.935,0.82,0.494,0.0486,143.274
869,Divenire,6KpO4neDXxGdiEgsivZieY,0.14,0.217,7,-15.304,1,0.0352,0.909,0.855,0.0689,0.078,88.381
870,Dragonborn,2gaZJDgE71VL9PzzUUlpMg,0.413,0.482,11,-13.311,0,0.0539,0.895,0.685,0.111,0.13,66.766
871,Hear Me Roar,11GUG8eWXpE2VUsus7sDA5,0.276,0.152,0,-20.652,0,0.0394,0.737,0.88,0.158,0.0426,112.22
872,Wolves Attack Belle,6vbNj1Lsl6NHE0XQYECLvb,0.13,0.563,5,-11.546,1,0.0618,0.126,0.923,0.107,0.0362,76.779
873,"Becoming one of ""The People"" Becoming one with Neytiri",1UBd7aWHZCz8yirI9KCvAU,0.0993,0.0902,1,-26.307,1,0.0428,0.692,0.85,0.0745,0.0382,71.062
874,Somewhere Over the Rainbow,4yDjzVhXig9tfO7Zv46FE8,0.671,0.153,0,-13.569,1,0.0404,0.912,5.53e-05,0.0771,0.658,85.6
875,Life In the Canopy,6AARTsNeUDGPViV03fozsw,0.161,0.148,1,-25.688,1,0.0374,0.924,0.679,0.13,0.0342,108.034
876,Morning After,6mmtxbG5pzkrJ0BrSdg9uW,0.734,0.927,8,-4.244,0,0.042,0.076,0.00134,0.0465,0.901,118.039
877,Faraatta,3qxLYSU1s5pqk8rz6dJNVi,0.705,0.853,7,-5.805,1,0.244,0.192,0.0,0.353,0.862,92.839
878,"Boomi Enna Suthudhe (From ""Ethir Neechal"")",1LFTKTSfPQRM3a8mOvNtnE,0.752,0.97,5,-4.167,1,0.0943,0.0556,1.21e-06,0.0999,0.537,119.97
879,"Ethir Neechal (From ""Ethir Neechal"")",1LFTKTSfPQRM3a8mOvNtnE,0.752,0.97,5,-4.167,1,0.0943,0.0556,1.21e-06,0.0999,0.537,119.97
880,"Shoot the Kuruvi - From ""Jil Jung Juk""",79Xx6GiPfwG3AjdtzGTSXt,0.697,0.566,4,-5.668,0,0.0635,0.24,0.0,0.432,0.488,120.017
881,Nain Na Jodeen,3ioC5rn1DWSsACtlVIagAT,0.586,0.504,2,-6.283,1,0.0347,0.507,1.32e-05,0.149,0.36,78.015
882,"Ro Lain De (From ""Rocky Aur Rani Kii Prem Kahaani"")",5kYdV5br66oXWOjJiaIIJl,0.441,0.444,3,-10.325,1,0.058,0.874,0.000109,0.0939,0.332,151.678
883,Pardesi Pardesi,5B6evl3Hkul1JNJS6iMNXN,0.695,0.655,0,-9.689,1,0.0567,0.0201,0.000552,0.186,0.753,128.924
884,Channa Mereya - Instrumental,0xHvmWCpz9Pnn1sDvRehAs,0.537,0.251,0,-9.533,1,0.0276,0.899,5.76e-05,0.0857,0.288,89.916
885,Duniyaa,14cceH4q4ME5ywqe2DbFGs,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17
886,Kabhi Kabhi Aditi,3APdIdF8H0jsxSuGOqXedS,0.791,0.558,7,-7.155,0,0.0661,0.276,0.0,0.0859,0.872,95.077
887,Love Dose,1QZRCi2Z1DQQaR6bGAzhtN,0.843,0.768,11,-4.554,0,0.117,0.256,0.0,0.614,0.662,139.998
888,OOPS,1iOQmZULzzkDN1hQZNoDii,0.4,0.563,7,-4.023,1,0.0319,0.194,0.0,0.162,0.311,172.027
889,Mann Mera,7w6bYl1RBDt8xxi1KU93YG,0.748,0.827,1,-4.941,0,0.0389,0.242,0.0,0.14,0.637,125.959
890,Mitti Di Khushboo,7tp4iYvcZksGp1u7feUrrO,0.64,0.754,6,-4.873,0,0.0392,0.395,0.0,0.209,0.355,94.989
891,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",0645eBDehHcqfiF15hscQV,0.578,0.444,8,-11.447,0,0.0644,0.44,0.0,0.146,0.36,76.032
892,Sacchi Mohabbat,790D3Jf8ZxfcCWkcITtkUP,0.525,0.604,4,-6.119,1,0.067,0.285,1.78e-06,0.1,0.173,169.881
893,09:45:00,0vwPDYYWL1B4lY82d05GOO,0.815,0.593,1,-9.542,1,0.0528,0.421,0.00244,0.138,0.344,99.985
894,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",0PxMHdQ6bSz9q0eJj3kJzb,0.558,0.506,1,-6.761,0,0.0236,0.704,3.05e-06,0.0896,0.358,90.001
895,Call Me Maybe,4JBq3qXENHuALUXBGt1ey7,0.714,0.605,10,-6.63,1,0.25,0.285,0.0,0.279,0.526,139.961
896,Chaleya,4nc6XiUze2Yh7wFueGOPv7,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047
897,Dildaara (Stand By Me),6ZoCBDOB308GqUdt2AJrV2,0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013
898,Main Bola Hey!,0PKEQjnGn0LmPjozJ3t4MF,0.646,0.33,0,-14.582,1,0.0339,0.75,0.000384,0.123,0.499,84.995
899,FRIENDS,7iNIg7XDEaYECfWD5dJ9Va,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979
900,Better,6T2Y4VKTnLGYPtv4Fs64BK,0.665,0.825,6,-6.248,0,0.0286,0.429,4.44e-05,0.461,0.702,129.952
901,1-800-273-8255,0BNb3awaI22t5ICTYJxkdE,0.706,0.617,4,-7.11,0,0.386,0.0722,0.0,0.782,0.567,91.97
902,Shirt Da Button,4rA4v7povU8MXhZXOB6DcP,0.468,0.867,4,-6.239,1,0.126,0.0582,0.0,0.222,0.834,83.884
903,KTMBK,1XmoGNf6OVs6N251UejkbN,0.898,0.435,6,-8.834,1,0.0489,0.555,0.0,0.139,0.836,115.034
904,O Re Piya,7cWnks0lsRtpAi87COOiXK,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994
905,Dil Dooba,6cUaCs1lKfDOyFKMkBF8ch,0.814,0.909,0,-6.875,1,0.0753,0.319,0.0,0.345,0.961,100.004
906,Not Ramaiya Vastavaiya,0bq1DsWLC4glKh9etnmalg,0.498,0.907,10,-5.165,0,0.0972,0.0387,0.0,0.303,0.215,132.864
907,Ram Ram,64jX14ntYSUd1lbzVgBMr6,0.72,0.626,8,-6.475,0,0.0873,0.199,0.0,0.358,0.605,100.059
908,Mashooka,78iOfBb1DWPhKzihpDGZf5,0.927,0.558,6,-6.947,0,0.141,0.529,0.0,0.227,0.694,110.016
909,Let Her Go,1nHKI4L5pWrN5CUvW07nHP,0.483,0.486,6,-6.943,1,0.0345,0.586,1.34e-06,0.326,0.345,71.195
910,Patakha Guddi,7jpmNt5iCtSdXuT1xEGp8O,0.814,0.791,11,-5.057,1,0.0934,0.25,0.0,0.124,0.902,130.941
911,Work,6pdgiJ7GXRsf3PWVQv13IA,0.839,0.65,5,-7.988,0,0.1,0.0322,0.00011,0.103,0.536,114.432
912,Badri Ki Dulhania (Title Track),2xbvLQBFW7E9232BwMBljb,0.759,0.952,2,-2.837,1,0.123,0.105,0.0,0.0693,0.812,128.039
913,"Ajab Si (From ""Om Shanti Om"")",5FXMRdJjKq1BIX4e8Eg9mK,0.697,0.438,8,-8.411,1,0.0289,0.397,0.0,0.293,0.58,117.954
914,Chicken Bone,6NZXFHDrii1rd83JyUWXtA,0.886,0.713,1,-7.77,1,0.0828,0.0193,0.731,0.0595,0.868,139.942
915,Stargazing,0Zbbxnx4SGGHoIow4PpISP,0.677,0.497,5,-5.763,1,0.0809,0.152,0.0,0.0911,0.419,99.137
916,The Avengers,5SXsXjVJCWeJuf7FHvgBYR,0.25,0.553,7,-8.188,1,0.0429,0.606,0.673,0.145,0.226,118.985
917,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99
918,"He\'s a Pirate - From ""Pirates of the Caribbean: The Curse Of the Black Pearl""/Score",1a4k2osHzhVwhvgINJERyN,0.631,0.918,2,-4.92,0,0.0374,0.00116,0.387,0.101,0.338,112.489
919,Chor Bazaari,4gqHEia13bp5EFWGitiKWx,0.823,0.754,11,-5.03,1,0.0706,0.386,0.000142,0.131,0.973,100.014
920,Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,5ijp0ctfwwkmkR6hWDQnwn,0.87,0.787,4,-8.091,0,0.206,0.0267,0.144,0.229,0.551,123.953
921,Say My Name,7eUIpi8l6OcUZSyc7nXvDd,0.539,0.673,5,-7.498,1,0.117,0.0908,0.0,0.246,0.893,113.664
922,Con Calma,5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989
923,Befikra,06wTXKpDMrSp5OfB7MErpx,0.6,0.979,10,-3.513,1,0.243,0.138,0.0,0.1,0.453,137.06
924,Sajna Ji Vaari Vaari,66wEHvHkE7iz73PEob4Y98,0.735,0.904,0,-8.399,1,0.0435,0.079,0.00172,0.198,0.961,143.987
925,"Halka Halka (From ""Fanney Khan"")",44O26Gv1wQrlUj14PpTolM,0.691,0.796,7,-4.778,1,0.0387,0.0495,0.0,0.333,0.541,127.985
926,"Aaja Baija Tu (from ""Brand Bollywood Downunder"")",7n2su2GYTS1jNLSWtJ9sKp,0.831,0.63,0,-6.465,1,0.0958,0.186,6.1e-06,0.0923,0.794,104.976
927,"Sajna, Say Yes To The Dress",0eiX2zTStU6Cz4hjUWnUa1,0.633,0.776,9,-3.839,0,0.173,0.296,0.0,0.225,0.889,107.636
928,Raat Bhar,3ctaMit7CuiHIPVYrRvm15,0.619,0.88,1,-4.549,0,0.0535,0.0173,0.00104,0.166,0.392,129.969
929,Lafzon Mein - Reprise,4bR9k6nzVdi7o7DEa082T4,0.322,0.392,1,-12.951,0,0.0576,0.791,0.0115,0.721,0.35,72.041
930,Jaane Kyun,6M2UnI1LnXuXlWU54CKmKx,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962
931,Lagdi Lahore Di,5I2wbDvSI98HLVB42YO9sU,0.786,0.797,6,-4.063,1,0.0414,0.233,0.0,0.0861,0.453,95.014
932,Khwab Dekhe Sexy Lady,7GE3LwWzboPaTN0TlDcPs1,0.818,0.829,8,-7.145,0,0.0978,0.303,8.53e-05,0.277,0.967,108.999
933,Aao Milo Chalo,6ocOeSjnWPcSTaSsi0zIdY,0.504,0.787,7,-5.948,0,0.0605,0.412,0.0,0.323,0.49,114.772
934,Twist,3VuzxS5mcJv7CfglBQCW32,0.736,0.772,11,-7.485,0,0.076,0.0686,0.000106,0.257,0.86,120.039
935,Ucha Lamba Kad,2hyYqX8IVVxFEFIUf0zZam,0.71,0.758,10,-8.259,1,0.0719,0.0176,0.0,0.242,0.724,90.004
936,"Mauja Hi Mauja (From ""Jab We Met"")",2iXVckhPy7tP0wV9DvlrjZ,0.738,0.873,2,-5.659,1,0.107,0.075,0.0294,0.225,0.484,104.982
937,Why This Kolaveri Di? - The Tigerstyle Bhangra Mix,2VGs7EmaIxq96Wcog6DQOc,0.82,0.785,5,-4.003,0,0.158,0.59,1.79e-05,0.372,0.894,140.013
938,Why This Kolaveri Di? - The Soup of Love,5AjYjRsiIPAKjRP182ocKB,0.817,0.774,5,-4.341,0,0.153,0.543,1.61e-05,0.394,0.884,140.008
939,Dilbar,3guNmy1Hk82Kssjzui0hiL,0.671,0.345,8,-10.471,0,0.229,0.0445,0.000331,0.663,0.342,109.986
940,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04
941,Balenciaga,3CIJfz69MiGtRfQdlaEk3U,0.743,0.778,8,-6.376,1,0.0534,0.213,6.05e-06,0.447,0.304,104.987
942,Dillagi,4faUCG0CdNgMx0NkMMseOl,0.585,0.759,0,-4.029,0,0.047,0.385,0.0,0.162,0.512,139.986
943,Gone Girl,2Sjx8DWZO5zaTyTAmgo2gY,0.428,0.439,5,-7.674,1,0.0591,0.57,0.0,0.153,0.418,150.007
944,All The Boys,09mqylqFZIQprBxExnZ5Xr,0.771,0.575,7,-5.371,1,0.0397,0.409,1.11e-06,0.151,0.572,96.984
945,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087
946,Finding the Records,6qLJefCFvhoy1jFETtVO5D,0.162,0.0957,4,-25.192,0,0.0364,0.606,0.88,0.0907,0.0345,132.745
947,The Biggest Fire the North Has Ever Seen,188nj6QbPSoKMUYdTYuzvp,0.433,0.431,11,-16.332,0,0.0376,0.429,0.784,0.105,0.0841,127.992
948,Ancient Stones,2gEAHKw83WHPD875YqDHH2,0.249,0.12,8,-22.729,0,0.032,0.928,0.968,0.0672,0.0739,95.766
949,Life and Laughter,2CenFAEiOrn1ZOPbgL4mBi,0.458,0.404,2,-6.715,0,0.0511,0.804,0.0,0.144,0.785,185.251
950,The Theory of Everything,2HL5iZSAOHYwIrsSXNqSwI,0.485,0.882,2,-7.459,1,0.106,0.013,0.00175,0.133,0.212,131.997
951,Colors Of The Wind,1OYOLWqKmhkFIx2KC9ek1a,0.272,0.164,1,-17.04,1,0.046,0.929,0.0011,0.109,0.228,81.551
952,Problems Up Here,14dy1G7FpLzzY7qXc72Cyy,0.818,0.454,0,-8.51,1,0.163,0.536,0.000698,0.098,0.504,136.866
953,Walrus: The Right Piece of Ice,5K9lvoBSFQvocWZCzuPugE,0.166,0.224,2,-20.142,1,0.0367,0.829,0.942,0.169,0.037,111.505
954,A Call To Arms,0xrLn2KUN5bB7D7rcCDBW7,0.148,0.233,8,-11.033,1,0.0338,0.371,0.72,0.11,0.0385,137.661
955,Chhore Ncr Aale,4YzmUshoyqoiOx2lVM0rD9,0.731,0.669,1,-7.697,0,0.346,0.0553,0.0,0.0193,0.38,159.998
956,Laado,0NuWRfZRWzn1oc9piFhK9n,0.871,0.548,2,-8.912,1,0.186,0.669,0.000157,0.12,0.652,129.972
957,Haryana Hood,1RdrAqXa2fUj2XytsKaUwl,0.715,0.622,8,-6.318,0,0.213,0.237,0.0,0.253,0.644,144.005
958,Badmos Chora,1aN0nqXAM5fgrsmltCMUgq,0.71,0.813,10,-6.133,0,0.261,0.0975,0.0,0.257,0.796,79.949
959,Dope Shope,3pVXZ04pu8zYaiAHCrh6PV,0.754,0.914,6,-1.999,0,0.0548,0.424,2.62e-05,0.116,0.865,136.024
960,Getup Jawani,5BE6214zFFNKBCYYj1sFpu,0.779,0.636,5,-7.913,0,0.099,0.13,1.87e-06,0.235,0.672,99.954
961,High Heels,7q7eYVerltlW2sYBuga6Mj,0.891,0.913,1,-4.453,1,0.149,0.394,0.000173,0.373,0.772,130.045
962,Brown Rang,3yRLROmAcKJBqTrdEczFB8,0.804,0.902,11,-3.067,0,0.0846,0.265,0.000402,0.065,0.72,155.98
963,Mast Kalander,0aBjhl7GlIG0EiGPWhkK36,0.689,0.834,9,-4.62,0,0.211,0.188,0.0,0.357,0.58,105.964
964,This Party Getting Hot,1jCsVnVmKT0FaHHldkMtOa,0.783,0.81,6,-5.801,1,0.0866,0.0355,0.0,0.164,0.628,123.011
965,"High Heels Te Nachche (From ""Ki &amp; Ka"") (feat. Jaz Dhami, Aditi Singh Sharma)",1bAa1OyefOhXdqnL8dlxFt,0.796,0.85,1,-3.641,1,0.203,0.0992,0.0,0.129,0.559,136.03
966,Sooraj Dooba Hain,48pyUxg9RYuwie5M9R7qRn,0.616,0.75,2,-4.629,1,0.0594,0.172,0.0,0.137,0.434,128.051
967,Tujhe Kitna Chahne Lage,2YaZqj5rsZXsZF4YtlqVFL,0.213,0.506,6,-6.56,0,0.0367,0.654,0.00392,0.617,0.16,156.48
968,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",06LCamFUOtImIKi9mFRKiD,0.271,0.726,7,-6.504,1,0.0527,0.586,0.0,0.353,0.532,87.425
969,"Saregama Carvaan Medley (From ""Rocky Aur Rani Kii Prem Kahaani"")",1ObanIsEKvVTO3JBACp9vf,0.389,0.626,7,-5.739,1,0.0379,0.541,3.61e-06,0.214,0.472,136.63
970,Candy Shop,7u8rSIe0Rh7XrwPV9btvwG,0.698,0.852,4,-5.101,0,0.0372,0.033,4.56e-05,0.136,0.17,99.961
971,Down On Me,0x3TibRgnSqzkcwrqBd4iX,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041
972,Just A Lil Bit,4nva9EpKntUTs6CRSGBCn9,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946
973,In da Club,7iL6o9tox1zgHpKUfh9vuC,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051
974,Don't Cha,0BxfFnk0YzONqvmrkO0QrB,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.003
975,"Tum Kya Mile - Shreya\' s Version (From ""Rocky Aur Rani Kii Prem Kahaani"")",42tPERg9qp3EiwMId8Komc,0.442,0.573,0,-8.041,1,0.0318,0.945,0.0716,0.108,0.351,171.864
976,"Hua Main (From ""ANIMAL"")",54PRUdMOYzglMGnsg9kIta,0.371,0.664,5,-5.027,1,0.0318,0.566,2.54e-05,0.159,0.672,187.629
977,"Kudmayi (From ""Rocky Aur Rani Kii Prem Kahaani"")",7ClqKkywpMLbBJ6L52S6RL,0.413,0.708,9,-9.096,1,0.0688,0.344,3.25e-05,0.289,0.49,86.87
978,"Ve Kamleya (Redux) (From ""Rocky Aur Rani Kii Prem Kahaani"")",6EivvaEepVTjmDde43eGiB,0.468,0.658,2,-7.6,1,0.0668,0.81,0.0333,0.12,0.534,87.607
979,"Rani\' s Intro Theme (From ""Rocky Aur Rani Kii Prem Kahaani"")",2N0yE9DVslxOajhUL3oB45,0.664,0.893,10,-7.116,0,0.0604,0.0344,0.854,0.291,0.652,126.006
980,Zara Zara Touch Me,4pyfUfyuiZxMIfLb0p1lnC,0.57,0.894,7,-5.785,1,0.355,0.491,0.0,0.329,0.895,96.01
981,Shallow - Radio Edit,6uVZdMo4b4bHXgOOd3xJBa,0.332,0.148,4,-9.807,1,0.0332,0.949,6.48e-06,0.0791,0.207,89.425
982,Mera Yaar,2NECp5Tvb5Lm6TbJf0Y8xI,0.629,0.627,2,-9.733,1,0.0454,0.676,0.0,0.147,0.597,92.932
983,True Stories,28lvraTNIN8qiTpoIK7m8Z,0.725,0.658,1,-8.906,1,0.268,0.299,7.38e-05,0.209,0.443,147.936
984,Hungamaa Ho Gaya,3gv6ZRvumAlDJufUM93hfv,0.625,0.848,8,-7.245,0,0.0456,0.103,0.183,0.284,0.507,138.058
985,Someone To You,14BH4qO7pgCmIe6mgLKOK3,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05
986,Radhe Kishori Daya Karo,1D5FnfJlBCLPdp9KvVn4Ai,0.576,0.437,1,-7.053,1,0.0247,0.72,0.0,0.118,0.361,89.962
987,Koi Apna Nahi,3X7lkZwh097j4mr8EdmGcx,0.562,0.351,1,-7.802,1,0.0261,0.728,0.0,0.124,0.55,147.923
988,"Lagdi Lahore Di (From ""Street Dancer 3D"")",5I2wbDvSI98HLVB42YO9sU,0.786,0.797,6,-4.063,1,0.0414,0.233,0.0,0.0861,0.453,95.014
989,As It Was,2ZVbgMOwAkMahfcrgDI4r8,0.627,0.6,8,-11.776,0,0.0448,0.00876,0.000124,0.121,0.688,147.893
990,Tune Jo Na Kaha,0pw3p4gf5homOkvOGOJulF,0.314,0.475,5,-12.38,1,0.0838,0.779,0.00539,0.34,0.312,78.992
991,Youngblood,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274
992,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992
993,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998
994,Maps,58Xx6ZPFsi6bqkFFZe0GD0,0.918,0.723,0,-4.099,0,0.0653,0.000437,0.141,0.124,0.393,126.046
995,Sorry,3NugeSWmLIQQToQNm9uvnu,0.549,0.496,0,-11.7,1,0.1,0.237,0.0,0.0893,0.324,82.031
996,Havana (feat. Young Thug),3whrwq4DtvucphBPUogRuJ,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28e-05,0.133,0.349,105.031
997,Wake Me Up,4mrDXeRifQfTIKmqzU6OwL,0.563,0.61,2,-7.136,1,0.0332,0.341,0.0,0.125,0.391,114.855
998,Lavender Haze,2M4tVhRXucLE9M3STv21Yi,0.781,0.717,10,-6.825,1,0.169,0.0297,0.0028,0.273,0.629,119.972
999,"Oh, Pretty Woman",52HAHV1j93s5B8GoTNI7DJ,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306
1000,God's Plan,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
1001,Stand By Me,52PqAb53iL5xXznCuowyzs,0.929,0.212,4,-12.617,1,0.0497,0.869,8.26e-05,0.115,0.75,114.976
1002,Bad Reputation (feat. Joe Janiak),0HZgYFimoJG9Ijy8InUWcV,0.745,0.637,0,-5.959,1,0.0512,0.656,6.5e-06,0.0993,0.446,89.995
1003,Ain't A Thing (feat. Bonn),3MhNgzZwFtUF6jSr6pRSkW,0.454,0.423,9,-7.286,1,0.0552,0.544,0.0,0.0538,0.245,170.162
1004,Heaven,0vrmHPfoBadXVr2n0m1aqZ,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011
1005,good 4 u,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928
1006,everything sucks,3z06k8YF9CqX0CGFrlekOK,0.76,0.371,6,-8.964,1,0.0531,0.00772,0.0,0.0785,0.653,138.023
1007,Steal My Girl,2Bs4jQEGMycglOfWPBqrVG,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217
1008,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07
1009,Best Song Ever,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491
1010,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005
1011,SOS (feat. Aloe Blacc),2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
1012,Something Just Like This,5wmm1LgJ2I2Rj2VaCqf9ZX,0.526,0.273,2,-8.335,1,0.0329,0.691,0.539,0.12,0.557,103.049
1013,Saanware Aijaiyo,2uDeh0ImYtWkYSPjrX77gb,0.498,0.73,9,-9.013,1,0.0342,0.294,0.00374,0.149,0.212,135.062
1014,Din Shagna Da,20rwogC6aE369YsxFb5aRp,0.583,0.452,11,-10.459,0,0.026,0.802,0.00632,0.143,0.327,79.999
1015,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),6bNB5gxFX6Q87DbQWb8OWZ,0.758,0.871,2,-6.408,1,0.147,0.0062,0.0,0.0663,0.753,126.994
1016,Replay,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031
1017,Talk Dirty (feat. 2 Chainz),5l3CML2OnzfNs5RfVgbcLt,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
1018,Toca Toca - Radio Edit,2yLIf0wQ7lqhuwpdZBfmGZ,0.907,0.61,10,-4.588,0,0.0922,0.0211,3.28e-05,0.0317,0.926,125.975
1019,295,5W7DOVGQLTigu09afW7QMT,0.557,0.794,11,-5.698,0,0.2,0.179,0.0,0.106,0.432,91.366
1020,Ghodey Pe Sawaar,1a8w8nlIyIhE2W1HIayKnl,0.777,0.481,3,-6.127,1,0.0274,0.794,4.23e-05,0.265,0.814,102.003
1021,"Ek Zindagi (From ""Angrezi Medium"")",6shPaz0rzOAGatiY6X6zLQ,0.688,0.609,0,-7.096,0,0.0495,0.0706,0.0,0.157,0.627,110.027
1022,Apna Bana Le,5bQ6oDLqvw8tywmnSmwEyL,0.586,0.562,9,-7.399,1,0.0267,0.803,5.52e-06,0.063,0.436,93.982
1023,O Sanam,2cGRuloXezvHDpoHX2bVyu,0.325,0.409,7,-11.922,1,0.0336,0.637,0.832,0.58,0.115,81.209
1024,Unke Rangon Mein,33k5PdmBBBvjFrYFnTqrzF,0.588,0.473,10,-10.212,1,0.0455,0.728,0.000128,0.12,0.421,76.023
1025,Roobaroo,76jQWxN8ZeJ6pkSWUTHDrX,0.675,0.582,9,-8.891,1,0.0277,0.661,5.56e-06,0.0854,0.538,120.991
1026,Na Tum Jaano,7s6yy0SWZ4rluoQZsvJa2D,0.507,0.519,9,-11.197,1,0.0451,0.325,0.00062,0.0566,0.584,179.461
1027,Ek aisi subah,0WQ7D9M6PpeCBhrKBlJJXw,0.354,0.46,1,-11.907,1,0.0424,0.65,3.83e-05,0.337,0.291,133.974
1028,Voh Dekhnay Mein,0EMYTe2oQy70PCKPQFlbVy,0.815,0.421,0,-8.125,1,0.0352,0.491,4.41e-06,0.117,0.543,140.01
1029,Mann Bawara,7JuOr6DF911fVvQIeMzGYF,0.393,0.576,2,-3.735,1,0.0316,0.724,0.0,0.0678,0.243,123.002
1030,"Kya Karoon? (From ""Wake Up Sid "")",4Yp8zw7b35bheMVTp39o5O,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014
1031,"Safar (From ""Jab Harry Met Sejal"")",3BpaZLc6j9cBUsvnh5kinR,0.307,0.604,7,-5.592,1,0.0397,0.593,3.79e-06,0.0789,0.452,85.641
1032,Hope,4BiiOzZCrXEzHRLYcYFiD5,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941
1033,Dance The Night - From Barbie The Album,11C4y2Yz1XbHmaQwO06s9f,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056
1034,Houdini,51mo1ybEABm0hxcp4ewM3n,0.549,0.522,1,-8.471,1,0.219,0.000286,6.32e-05,0.13,0.708,104.509
1035,Love Is Gone - Acoustic,7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66e-06,0.16,0.359,139.644
1036,Mera Dil Bhi Kitna Pagal Hai - Recreated Version,2n9ylYiF7urpXo36qBwr3g,0.601,0.733,6,-5.987,0,0.0362,0.333,1.73e-06,0.406,0.375,94.017
1037,Sick Boy,58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996
1038,"Heart Throb (From ""Rocky Aur Rani Kii Prem Kahaani"")",3NzV1WtIEQmOXq7HtqG3rr,0.803,0.673,0,-8.501,1,0.0774,0.0436,4.37e-06,0.124,0.498,132.023
1039,Clownfish,2u3pksPjruXSxtpMfxjc6t,0.524,0.439,1,-9.147,1,0.405,0.298,0.0,0.0645,0.417,159.524
